ID;Warehouse_block;Mode_of_Shipment;Customer_care_calls;Customer_rating;Cost_of_the_Product;Prior_purchases;Product_importance;Gender;Discount_offered;Weight_in_gms;Reached.on.Time_Y.N;Late_or_ontime;Customer_satisfaction;Customer_segmentation;Weight_category
3464;E;Ship;4;4;186;2;medium;Female;9;4887;1;Late;Satisfied;Occasional;Medium weight
3465;A;Ship;2;5;247;4;medium;Male;4;5255;1;Late;Satisfied;Regular;Heavy weight
3466;B;Ship;4;4;202;3;medium;Male;2;4299;1;Late;Satisfied;Occasional;Medium weight
3467;C;Ship;4;3;143;3;medium;Female;3;5062;1;Late;Neutral;Occasional;Heavy weight
3468;E;Ship;3;1;180;3;low;Female;10;5633;0;Ontime;Dissatisfied;Occasional;Heavy weight
3469;D;Ship;4;5;221;3;medium;Female;3;4430;1;Late;Satisfied;Occasional;Medium weight
3470;E;Ship;4;3;173;3;low;Female;7;4810;1;Late;Neutral;Occasional;Medium weight
3471;A;Ship;2;5;107;3;medium;Male;2;4853;0;Ontime;Satisfied;Occasional;Medium weight
3472;B;Ship;3;4;259;2;medium;Female;3;4154;1;Late;Satisfied;Occasional;Medium weight
3473;C;Ship;5;4;134;3;medium;Male;4;4908;0;Ontime;Satisfied;Occasional;Medium weight
3474;E;Ship;3;2;204;4;low;Male;4;4745;0;Ontime;Dissatisfied;Regular;Medium weight
3475;D;Ship;2;2;161;5;medium;Male;3;4138;0;Ontime;Dissatisfied;Regular;Medium weight
3476;E;Ship;6;4;100;5;low;Female;7;5668;1;Late;Satisfied;Regular;Heavy weight
3477;A;Ship;5;2;260;4;medium;Female;3;5890;0;Ontime;Dissatisfied;Regular;Heavy weight
3478;B;Ship;5;2;196;3;low;Female;4;4271;0;Ontime;Dissatisfied;Occasional;Medium weight
3479;C;Ship;5;2;260;3;low;Male;1;4799;1;Late;Dissatisfied;Occasional;Medium weight
3480;E;Ship;3;1;193;4;low;Male;5;4700;0;Ontime;Dissatisfied;Regular;Medium weight
3481;D;Ship;4;1;258;3;medium;Male;7;4159;0;Ontime;Dissatisfied;Occasional;Medium weight
3482;E;Ship;4;3;254;4;low;Male;9;4492;0;Ontime;Neutral;Regular;Medium weight
3483;A;Ship;3;5;216;4;low;Female;3;4934;0;Ontime;Satisfied;Regular;Medium weight
3484;B;Ship;4;1;273;3;low;Female;5;5323;0;Ontime;Dissatisfied;Occasional;Heavy weight
3485;C;Ship;4;4;223;4;low;Male;1;4219;0;Ontime;Satisfied;Regular;Medium weight
3486;E;Ship;4;1;182;2;medium;Female;10;5638;0;Ontime;Dissatisfied;Occasional;Heavy weight
3487;D;Ship;3;4;201;3;low;Female;6;5722;1;Late;Satisfied;Occasional;Heavy weight
3488;E;Ship;4;3;249;3;medium;Female;6;5657;1;Late;Neutral;Occasional;Heavy weight
3489;A;Ship;5;4;152;3;low;Male;1;5314;1;Late;Satisfied;Occasional;Heavy weight
3490;B;Ship;3;1;244;4;medium;Male;6;4734;1;Late;Dissatisfied;Regular;Medium weight
3491;C;Ship;3;1;256;4;medium;Female;3;4398;1;Late;Dissatisfied;Regular;Medium weight
3492;E;Ship;4;2;223;3;medium;Male;3;5121;0;Ontime;Dissatisfied;Occasional;Heavy weight
3493;D;Ship;3;2;185;2;high;Female;3;4816;1;Late;Dissatisfied;Occasional;Medium weight
3494;E;Ship;3;1;166;3;medium;Male;9;4410;0;Ontime;Dissatisfied;Occasional;Medium weight
3495;A;Ship;3;4;113;3;medium;Male;1;5765;1;Late;Satisfied;Occasional;Heavy weight
3496;B;Ship;4;1;134;2;medium;Female;7;5967;0;Ontime;Dissatisfied;Occasional;Heavy weight
3497;C;Ship;4;3;228;2;high;Female;4;4719;1;Late;Neutral;Occasional;Medium weight
3498;E;Ship;3;4;204;2;low;Female;10;5844;1;Late;Satisfied;Occasional;Heavy weight
3499;D;Ship;3;1;152;2;medium;Female;2;4136;0;Ontime;Dissatisfied;Occasional;Medium weight
3500;E;Ship;3;2;195;2;medium;Male;9;5779;1;Late;Dissatisfied;Occasional;Heavy weight
3501;A;Ship;4;2;192;6;high;Female;3;5173;0;Ontime;Dissatisfied;Regular;Heavy weight
3502;B;Ship;4;2;247;3;medium;Male;8;4977;0;Ontime;Dissatisfied;Occasional;Medium weight
3503;C;Ship;3;1;135;2;medium;Male;2;4163;0;Ontime;Dissatisfied;Occasional;Medium weight
3504;E;Ship;4;2;209;2;medium;Female;1;5337;0;Ontime;Dissatisfied;Occasional;Heavy weight
3505;D;Ship;2;4;173;2;low;Male;1;4721;0;Ontime;Satisfied;Occasional;Medium weight
3506;E;Ship;4;4;222;2;low;Male;5;5660;0;Ontime;Satisfied;Occasional;Heavy weight
3507;A;Ship;4;3;192;3;medium;Female;10;4086;1;Late;Neutral;Occasional;Medium weight
3508;B;Ship;3;5;206;3;medium;Female;6;5618;0;Ontime;Satisfied;Occasional;Heavy weight
3509;C;Ship;3;3;275;4;medium;Male;6;4687;1;Late;Neutral;Regular;Medium weight
3510;E;Ship;2;3;192;3;medium;Female;8;5787;1;Late;Neutral;Occasional;Heavy weight
3511;D;Ship;6;3;121;3;medium;Female;10;5208;0;Ontime;Neutral;Occasional;Heavy weight
3512;E;Ship;4;2;177;3;low;Male;8;4904;0;Ontime;Dissatisfied;Occasional;Medium weight
3513;A;Ship;3;1;243;3;low;Female;2;4989;0;Ontime;Dissatisfied;Occasional;Medium weight
3514;B;Ship;3;2;262;4;low;Male;1;4745;1;Late;Dissatisfied;Regular;Medium weight
3515;C;Ship;2;4;189;3;low;Male;3;5897;1;Late;Satisfied;Occasional;Heavy weight
3516;E;Ship;5;4;178;2;low;Female;4;5307;0;Ontime;Satisfied;Occasional;Heavy weight
3517;D;Ship;3;4;232;3;medium;Female;1;4228;1;Late;Satisfied;Occasional;Medium weight
3518;E;Ship;4;5;254;3;low;Male;1;4377;1;Late;Satisfied;Occasional;Medium weight
3519;A;Ship;3;1;148;2;medium;Male;5;4082;1;Late;Dissatisfied;Occasional;Medium weight
3520;B;Ship;4;3;253;4;high;Male;4;4868;1;Late;Neutral;Regular;Medium weight
3521;C;Ship;4;5;223;3;medium;Female;9;5279;1;Late;Satisfied;Occasional;Heavy weight
3522;E;Ship;2;2;190;2;medium;Male;7;4075;0;Ontime;Dissatisfied;Occasional;Medium weight
3523;D;Ship;5;3;181;4;low;Female;2;5332;0;Ontime;Neutral;Regular;Heavy weight
3524;E;Ship;2;3;226;3;low;Male;8;5119;0;Ontime;Neutral;Occasional;Heavy weight
3525;A;Ship;3;4;182;2;medium;Male;8;4883;0;Ontime;Satisfied;Occasional;Medium weight
3526;B;Ship;2;4;191;3;medium;Female;6;4119;0;Ontime;Satisfied;Occasional;Medium weight
3527;C;Ship;3;1;223;4;low;Male;1;4195;0;Ontime;Dissatisfied;Regular;Medium weight
3528;E;Ship;4;5;274;3;medium;Male;4;4521;0;Ontime;Satisfied;Occasional;Medium weight
3529;D;Ship;4;4;218;2;low;Male;9;5637;0;Ontime;Satisfied;Occasional;Heavy weight
3530;E;Ship;3;5;197;3;low;Male;3;5658;0;Ontime;Satisfied;Occasional;Heavy weight
3531;A;Ship;4;2;137;3;low;Female;6;5271;0;Ontime;Dissatisfied;Occasional;Heavy weight
3532;B;Ship;2;1;163;3;low;Female;3;5873;1;Late;Dissatisfied;Occasional;Heavy weight
3533;C;Ship;4;4;218;4;low;Male;6;4377;1;Late;Satisfied;Regular;Medium weight
3534;E;Ship;5;1;245;3;low;Male;6;4343;1;Late;Dissatisfied;Occasional;Medium weight
3535;D;Ship;3;5;181;2;medium;Male;2;4089;0;Ontime;Satisfied;Occasional;Medium weight
3536;E;Road;6;3;222;5;high;Female;2;4612;0;Ontime;Neutral;Regular;Medium weight
3537;A;Road;4;5;259;2;low;Male;7;4390;1;Late;Satisfied;Occasional;Medium weight
3538;B;Road;3;4;157;3;medium;Female;6;5398;1;Late;Satisfied;Occasional;Heavy weight
3539;C;Road;4;3;137;3;medium;Female;10;4820;1;Late;Neutral;Occasional;Medium weight
3540;E;Road;3;3;242;3;low;Female;8;4199;0;Ontime;Neutral;Occasional;Medium weight
3541;D;Road;4;5;154;4;medium;Male;7;4938;0;Ontime;Satisfied;Regular;Medium weight
3542;E;Road;3;2;150;2;low;Female;3;4174;0;Ontime;Dissatisfied;Occasional;Medium weight
3543;A;Road;5;3;174;3;medium;Female;7;5510;1;Late;Neutral;Occasional;Heavy weight
3544;B;Road;5;5;265;3;high;Female;3;5837;1;Late;Satisfied;Occasional;Heavy weight
3545;C;Road;3;4;248;4;medium;Male;8;4540;0;Ontime;Satisfied;Regular;Medium weight
3546;E;Road;4;3;186;3;low;Male;7;5156;1;Late;Neutral;Occasional;Heavy weight
3547;D;Road;4;2;152;3;medium;Male;6;5764;1;Late;Dissatisfied;Occasional;Heavy weight
3548;E;Road;3;3;163;3;medium;Male;2;5791;1;Late;Neutral;Occasional;Heavy weight
3549;A;Road;4;5;168;4;medium;Male;5;5735;1;Late;Satisfied;Regular;Heavy weight
3550;B;Road;4;3;102;3;medium;Female;3;4845;1;Late;Neutral;Occasional;Medium weight
3551;C;Road;3;1;169;2;medium;Female;1;4783;1;Late;Dissatisfied;Occasional;Medium weight
3552;E;Road;6;1;163;4;high;Male;3;4031;1;Late;Dissatisfied;Regular;Medium weight
3553;D;Road;2;1;154;3;medium;Female;4;5100;0;Ontime;Dissatisfied;Occasional;Heavy weight
3554;E;Road;3;5;271;2;low;Female;3;4878;0;Ontime;Satisfied;Occasional;Medium weight
3555;A;Road;3;4;182;3;medium;Female;7;5409;1;Late;Satisfied;Occasional;Heavy weight
3556;B;Road;4;1;173;3;low;Female;5;5232;0;Ontime;Dissatisfied;Occasional;Heavy weight
3557;C;Road;5;2;244;2;low;Male;10;5696;0;Ontime;Dissatisfied;Occasional;Heavy weight
3558;E;Flight;4;5;214;2;low;Male;8;4512;0;Ontime;Satisfied;Occasional;Medium weight
3559;D;Flight;4;4;210;2;high;Male;6;4076;0;Ontime;Satisfied;Occasional;Medium weight
3560;E;Flight;5;3;194;7;medium;Female;10;5700;0;Ontime;Neutral;Loyal;Heavy weight
3561;A;Flight;4;3;185;10;high;Female;7;4818;1;Late;Neutral;Loyal;Medium weight
3562;B;Flight;3;3;121;2;low;Male;10;5130;1;Late;Neutral;Occasional;Heavy weight
3563;C;Flight;3;1;203;3;medium;Female;3;4137;0;Ontime;Dissatisfied;Occasional;Medium weight
3564;E;Flight;2;5;134;10;high;Male;8;5472;0;Ontime;Satisfied;Loyal;Heavy weight
3565;D;Flight;3;3;263;3;medium;Female;9;5665;1;Late;Neutral;Occasional;Heavy weight
3566;E;Flight;5;1;279;8;low;Female;6;5888;1;Late;Dissatisfied;Loyal;Heavy weight
3567;A;Flight;4;5;222;3;low;Female;5;5584;0;Ontime;Satisfied;Occasional;Heavy weight
3568;B;Flight;4;1;233;2;low;Male;9;4799;1;Late;Dissatisfied;Occasional;Medium weight
3569;C;Flight;4;4;271;3;low;Male;3;4152;0;Ontime;Satisfied;Occasional;Medium weight
3570;E;Flight;3;4;118;4;low;Male;6;5964;0;Ontime;Satisfied;Regular;Heavy weight
3571;D;Flight;3;4;183;2;low;Male;5;4261;1;Late;Satisfied;Occasional;Medium weight
3572;E;Flight;3;4;217;3;low;Female;5;4077;0;Ontime;Satisfied;Occasional;Medium weight
3573;A;Flight;3;5;245;10;medium;Male;8;4909;1;Late;Satisfied;Loyal;Medium weight
3574;B;Flight;3;4;143;4;medium;Male;5;5545;1;Late;Satisfied;Regular;Heavy weight
3575;C;Flight;3;3;149;3;medium;Female;3;4189;0;Ontime;Neutral;Occasional;Medium weight
3576;E;Flight;4;5;275;6;medium;Male;10;1400;1;Late;Satisfied;Regular;Light weight
3577;D;Flight;4;5;168;4;medium;Female;4;4776;1;Late;Satisfied;Regular;Medium weight
3578;E;Flight;4;1;102;3;medium;Male;3;4179;0;Ontime;Dissatisfied;Occasional;Medium weight
3579;A;Flight;3;2;169;2;medium;Female;10;4038;1;Late;Dissatisfied;Occasional;Medium weight
3580;B;Ship;6;5;163;4;high;Male;3;5118;1;Late;Satisfied;Regular;Heavy weight
3581;C;Ship;2;3;154;3;medium;Male;3;4478;0;Ontime;Neutral;Occasional;Medium weight
3582;E;Ship;3;3;271;2;low;Female;8;4444;1;Late;Neutral;Occasional;Medium weight
3583;D;Ship;3;4;182;3;medium;Female;2;5281;1;Late;Satisfied;Occasional;Heavy weight
3584;E;Ship;4;5;173;3;low;Female;7;4410;0;Ontime;Satisfied;Occasional;Medium weight
3585;A;Ship;5;5;244;2;low;Male;10;5794;0;Ontime;Satisfied;Occasional;Heavy weight
3586;B;Ship;4;5;214;2;low;Male;3;5546;0;Ontime;Satisfied;Occasional;Heavy weight
3587;C;Ship;4;2;210;2;high;Female;3;5876;1;Late;Dissatisfied;Occasional;Heavy weight
3588;E;Ship;5;1;194;7;medium;Male;8;4770;0;Ontime;Dissatisfied;Loyal;Medium weight
3589;D;Ship;4;3;185;10;high;Male;1;4973;0;Ontime;Neutral;Loyal;Medium weight
3590;E;Ship;3;1;121;2;low;Male;2;5210;1;Late;Dissatisfied;Occasional;Heavy weight
3591;A;Ship;3;4;203;3;medium;Male;1;5543;0;Ontime;Satisfied;Occasional;Heavy weight
3592;B;Ship;2;3;134;10;high;Female;1;5632;0;Ontime;Neutral;Loyal;Heavy weight
3593;C;Ship;3;2;263;3;medium;Male;8;5447;1;Late;Dissatisfied;Occasional;Heavy weight
3594;E;Ship;5;2;279;8;low;Male;5;4785;0;Ontime;Dissatisfied;Loyal;Medium weight
3595;D;Ship;4;2;222;3;low;Female;3;5130;0;Ontime;Dissatisfied;Occasional;Heavy weight
3596;E;Ship;4;2;233;2;low;Female;5;4668;0;Ontime;Dissatisfied;Occasional;Medium weight
3597;A;Ship;4;2;271;3;low;Male;9;4085;0;Ontime;Dissatisfied;Occasional;Medium weight
3598;B;Ship;3;5;118;4;low;Female;10;5699;1;Late;Satisfied;Regular;Heavy weight
3599;C;Ship;3;4;183;2;low;Male;3;4179;1;Late;Satisfied;Occasional;Medium weight
3600;E;Ship;3;4;217;3;low;Female;5;4883;1;Late;Satisfied;Occasional;Medium weight
3601;D;Ship;3;4;245;10;medium;Male;1;5363;0;Ontime;Satisfied;Loyal;Heavy weight
3602;E;Ship;3;2;143;4;medium;Female;7;4486;0;Ontime;Dissatisfied;Regular;Medium weight
3603;A;Ship;3;2;149;3;medium;Female;7;4049;1;Late;Dissatisfied;Occasional;Medium weight
3604;B;Ship;4;2;275;6;medium;Male;9;1890;0;Ontime;Dissatisfied;Regular;Light weight
3605;C;Ship;7;4;282;5;low;Male;5;1149;0;Ontime;Satisfied;Regular;Light weight
3606;E;Ship;4;1;276;2;medium;Male;3;1966;0;Ontime;Dissatisfied;Occasional;Light weight
3607;D;Ship;4;5;244;3;low;Male;6;1360;1;Late;Satisfied;Occasional;Light weight
3608;E;Ship;5;5;258;4;medium;Male;7;5478;0;Ontime;Satisfied;Regular;Heavy weight
3609;A;Ship;3;5;257;3;low;Male;5;5657;0;Ontime;Satisfied;Occasional;Heavy weight
3610;B;Ship;4;2;195;5;medium;Male;9;5178;1;Late;Dissatisfied;Regular;Heavy weight
3611;C;Ship;2;2;152;4;low;Male;6;4606;1;Late;Dissatisfied;Regular;Medium weight
3612;E;Ship;2;1;100;3;low;Male;1;5776;1;Late;Dissatisfied;Occasional;Heavy weight
3613;D;Ship;4;1;248;2;medium;Male;4;5783;0;Ontime;Dissatisfied;Occasional;Heavy weight
3614;E;Ship;4;5;274;2;low;Female;2;4492;1;Late;Satisfied;Occasional;Medium weight
3615;A;Ship;3;3;203;2;low;Male;1;5244;0;Ontime;Neutral;Occasional;Heavy weight
3616;B;Ship;6;5;194;5;low;Female;8;4777;0;Ontime;Satisfied;Regular;Medium weight
3617;C;Ship;3;3;142;3;low;Female;7;4439;0;Ontime;Neutral;Occasional;Medium weight
3618;E;Ship;4;5;208;5;low;Female;7;5833;0;Ontime;Satisfied;Regular;Heavy weight
3619;D;Ship;4;5;237;2;medium;Female;6;5954;0;Ontime;Satisfied;Occasional;Heavy weight
3620;E;Ship;3;1;210;2;low;Male;9;4580;0;Ontime;Dissatisfied;Occasional;Medium weight
3621;A;Ship;3;3;158;2;low;Male;10;4061;1;Late;Neutral;Occasional;Medium weight
3622;B;Ship;3;3;148;3;low;Male;1;5700;0;Ontime;Neutral;Occasional;Heavy weight
3623;C;Ship;3;2;146;3;high;Female;4;5846;1;Late;Dissatisfied;Occasional;Heavy weight
3624;E;Ship;3;3;155;3;low;Female;3;5768;0;Ontime;Neutral;Occasional;Heavy weight
3625;D;Ship;2;5;233;3;medium;Male;10;5211;1;Late;Satisfied;Occasional;Heavy weight
3626;E;Ship;3;4;165;2;medium;Female;8;4280;1;Late;Satisfied;Occasional;Medium weight
3627;A;Ship;4;3;227;3;medium;Female;10;5491;1;Late;Neutral;Occasional;Heavy weight
3628;B;Ship;5;3;197;4;low;Female;6;4184;0;Ontime;Neutral;Regular;Medium weight
3629;C;Ship;4;1;134;3;medium;Male;2;4983;0;Ontime;Dissatisfied;Occasional;Medium weight
3630;E;Ship;5;2;134;2;low;Male;9;5045;0;Ontime;Dissatisfied;Occasional;Heavy weight
3631;D;Ship;4;5;194;2;low;Male;3;4724;1;Late;Satisfied;Occasional;Medium weight
3632;E;Ship;3;4;172;3;low;Female;4;4337;0;Ontime;Satisfied;Occasional;Medium weight
3633;A;Ship;3;1;205;2;medium;Female;2;5322;0;Ontime;Dissatisfied;Occasional;Heavy weight
3634;B;Ship;3;1;191;5;low;Female;9;5196;1;Late;Dissatisfied;Regular;Heavy weight
3635;C;Ship;3;3;225;4;low;Male;10;5690;0;Ontime;Neutral;Regular;Heavy weight
3636;E;Ship;5;5;152;6;medium;Male;2;4915;1;Late;Satisfied;Regular;Medium weight
3637;D;Ship;5;3;249;3;medium;Male;10;5001;1;Late;Neutral;Occasional;Heavy weight
3638;E;Ship;5;5;136;3;low;Male;4;4218;1;Late;Satisfied;Occasional;Medium weight
3639;A;Ship;3;5;146;5;high;Female;7;4538;0;Ontime;Satisfied;Regular;Medium weight
3640;B;Ship;5;2;259;2;medium;Male;1;4607;0;Ontime;Dissatisfied;Occasional;Medium weight
3641;C;Ship;3;2;159;3;medium;Male;4;5577;1;Late;Dissatisfied;Occasional;Heavy weight
3642;E;Ship;5;1;162;3;medium;Male;5;4064;1;Late;Dissatisfied;Occasional;Medium weight
3643;D;Ship;4;4;205;4;low;Female;6;5064;0;Ontime;Satisfied;Regular;Heavy weight
3644;E;Ship;5;5;155;3;medium;Female;6;4109;1;Late;Satisfied;Occasional;Medium weight
3645;A;Ship;4;5;171;4;medium;Female;4;4151;0;Ontime;Satisfied;Regular;Medium weight
3646;B;Ship;3;1;244;3;medium;Female;1;5695;1;Late;Dissatisfied;Occasional;Heavy weight
3647;C;Ship;5;5;135;3;medium;Male;2;5849;1;Late;Satisfied;Occasional;Heavy weight
3648;E;Ship;4;2;147;3;low;Female;5;5174;0;Ontime;Dissatisfied;Occasional;Heavy weight
3649;D;Ship;3;2;245;2;low;Female;4;4514;1;Late;Dissatisfied;Occasional;Medium weight
3650;E;Ship;5;4;266;6;low;Female;5;5481;0;Ontime;Satisfied;Regular;Heavy weight
3651;A;Ship;3;5;165;3;low;Male;3;5409;0;Ontime;Satisfied;Occasional;Heavy weight
3652;B;Ship;4;3;226;3;medium;Male;1;5433;1;Late;Neutral;Occasional;Heavy weight
3653;C;Ship;5;4;185;3;medium;Female;1;4925;0;Ontime;Satisfied;Occasional;Medium weight
3654;E;Ship;5;3;267;3;low;Male;9;5258;1;Late;Neutral;Occasional;Heavy weight
3655;D;Ship;5;3;169;3;low;Female;9;4289;1;Late;Neutral;Occasional;Medium weight
3656;E;Ship;4;1;191;3;high;Female;6;5335;1;Late;Dissatisfied;Occasional;Heavy weight
3657;A;Ship;3;1;187;3;medium;Male;2;5154;1;Late;Dissatisfied;Occasional;Heavy weight
3658;B;Ship;3;2;265;6;low;Male;9;5936;0;Ontime;Dissatisfied;Regular;Heavy weight
3659;C;Ship;3;2;243;3;medium;Female;8;4093;0;Ontime;Dissatisfied;Occasional;Medium weight
3660;E;Ship;6;3;166;3;low;Female;2;5559;0;Ontime;Neutral;Occasional;Heavy weight
3661;D;Ship;5;3;249;2;medium;Male;3;4440;0;Ontime;Neutral;Occasional;Medium weight
3662;E;Ship;4;1;271;2;low;Female;1;4866;0;Ontime;Dissatisfied;Occasional;Medium weight
3663;A;Ship;4;3;272;2;medium;Female;5;4681;1;Late;Neutral;Occasional;Medium weight
3664;B;Ship;4;3;226;2;low;Female;8;4526;0;Ontime;Neutral;Occasional;Medium weight
3665;C;Ship;3;3;250;5;medium;Male;8;5762;1;Late;Neutral;Regular;Heavy weight
3666;E;Ship;2;5;135;6;medium;Female;9;5777;1;Late;Satisfied;Regular;Heavy weight
3667;D;Ship;4;4;274;3;high;Female;3;4202;1;Late;Satisfied;Occasional;Medium weight
3668;E;Ship;4;4;184;3;medium;Female;2;4124;1;Late;Satisfied;Occasional;Medium weight
3669;A;Ship;2;1;139;2;medium;Female;2;4520;1;Late;Dissatisfied;Occasional;Medium weight
3670;B;Ship;3;3;198;2;low;Male;8;4620;1;Late;Neutral;Occasional;Medium weight
3671;C;Ship;4;2;168;2;medium;Male;1;5154;0;Ontime;Dissatisfied;Occasional;Heavy weight
3672;E;Ship;4;4;245;4;medium;Male;4;5203;1;Late;Satisfied;Regular;Heavy weight
3673;D;Road;4;1;251;3;low;Female;4;4374;1;Late;Dissatisfied;Occasional;Medium weight
3674;E;Road;4;1;153;2;medium;Male;9;4359;0;Ontime;Dissatisfied;Occasional;Medium weight
3675;A;Road;5;1;142;4;medium;Female;2;4735;1;Late;Dissatisfied;Regular;Medium weight
3676;B;Road;4;5;148;3;low;Male;5;4913;0;Ontime;Satisfied;Occasional;Medium weight
3677;C;Road;4;2;273;5;low;Female;1;5012;0;Ontime;Dissatisfied;Regular;Heavy weight
3678;E;Road;3;1;180;6;low;Male;5;4802;1;Late;Dissatisfied;Regular;Medium weight
3679;D;Road;3;3;158;3;low;Female;2;5205;1;Late;Neutral;Occasional;Heavy weight
3680;E;Road;4;3;240;2;medium;Female;2;5588;0;Ontime;Neutral;Occasional;Heavy weight
3681;A;Road;4;1;174;3;low;Male;7;4813;1;Late;Dissatisfied;Occasional;Medium weight
3682;B;Road;4;2;186;3;low;Male;6;4524;0;Ontime;Dissatisfied;Occasional;Medium weight
3683;C;Road;5;5;174;3;high;Female;9;5969;1;Late;Satisfied;Occasional;Heavy weight
3684;E;Road;4;1;260;4;low;Male;10;4072;1;Late;Dissatisfied;Regular;Medium weight
3685;D;Road;4;3;258;2;low;Female;2;4308;0;Ontime;Neutral;Occasional;Medium weight
3686;E;Road;4;2;262;2;medium;Male;3;4090;1;Late;Dissatisfied;Occasional;Medium weight
3687;A;Road;4;2;197;3;low;Male;4;5800;0;Ontime;Dissatisfied;Occasional;Heavy weight
3688;B;Road;4;1;238;3;low;Male;4;5449;1;Late;Dissatisfied;Occasional;Heavy weight
3689;C;Road;3;3;168;2;low;Female;9;4608;0;Ontime;Neutral;Occasional;Medium weight
3690;E;Road;4;3;266;3;low;Male;9;5621;1;Late;Neutral;Occasional;Heavy weight
3691;D;Road;4;4;251;3;high;Female;5;5460;0;Ontime;Satisfied;Occasional;Heavy weight
3692;E;Road;3;5;272;2;low;Male;3;5638;1;Late;Satisfied;Occasional;Heavy weight
3693;A;Road;5;3;203;2;medium;Male;4;4311;1;Late;Neutral;Occasional;Medium weight
3694;B;Road;5;5;168;3;low;Male;6;4096;0;Ontime;Satisfied;Occasional;Medium weight
3695;C;Flight;3;1;138;3;medium;Female;7;5534;0;Ontime;Dissatisfied;Occasional;Heavy weight
3696;E;Flight;3;1;129;3;medium;Male;9;5296;1;Late;Dissatisfied;Occasional;Heavy weight
3697;D;Flight;4;4;178;6;low;Female;9;5279;1;Late;Satisfied;Regular;Heavy weight
3698;E;Flight;5;1;211;2;medium;Male;1;5913;1;Late;Dissatisfied;Occasional;Heavy weight
3699;A;Flight;3;5;169;3;high;Female;5;5750;0;Ontime;Satisfied;Occasional;Heavy weight
3700;B;Flight;3;2;267;3;low;Male;8;5922;0;Ontime;Dissatisfied;Occasional;Heavy weight
3701;C;Flight;3;4;183;3;low;Female;1;5959;1;Late;Satisfied;Occasional;Heavy weight
3702;E;Flight;3;1;194;2;low;Male;8;4335;1;Late;Dissatisfied;Occasional;Medium weight
3703;D;Flight;5;3;151;2;low;Male;8;4749;0;Ontime;Neutral;Occasional;Medium weight
3704;E;Flight;6;3;225;4;low;Male;5;4184;1;Late;Neutral;Regular;Medium weight
3705;A;Flight;5;2;184;4;low;Male;6;4155;1;Late;Dissatisfied;Regular;Medium weight
3706;B;Flight;3;2;269;2;medium;Female;1;4978;0;Ontime;Dissatisfied;Occasional;Medium weight
3707;C;Flight;3;2;274;2;medium;Male;5;5161;0;Ontime;Dissatisfied;Occasional;Heavy weight
3708;E;Flight;5;4;142;2;high;Male;7;5341;0;Ontime;Satisfied;Occasional;Heavy weight
3709;D;Flight;4;1;140;4;low;Male;6;5067;0;Ontime;Dissatisfied;Regular;Heavy weight
3710;E;Flight;4;1;219;5;medium;Male;5;5253;0;Ontime;Dissatisfied;Regular;Heavy weight
3711;A;Flight;2;3;237;3;medium;Male;2;5331;0;Ontime;Neutral;Occasional;Heavy weight
3712;B;Flight;3;5;140;5;low;Male;7;4370;1;Late;Satisfied;Regular;Medium weight
3713;C;Flight;5;5;105;5;low;Female;10;5418;1;Late;Satisfied;Regular;Heavy weight
3714;E;Flight;3;1;192;2;low;Male;6;4056;0;Ontime;Dissatisfied;Occasional;Medium weight
3715;D;Flight;3;4;154;3;low;Female;2;4990;1;Late;Satisfied;Occasional;Medium weight
3716;E;Flight;5;5;165;2;low;Male;3;4005;1;Late;Satisfied;Occasional;Medium weight
3717;A;Ship;5;1;197;4;low;Female;2;5594;1;Late;Dissatisfied;Regular;Heavy weight
3718;B;Ship;3;5;274;3;low;Female;3;5156;0;Ontime;Satisfied;Occasional;Heavy weight
3719;C;Ship;3;5;193;3;high;Female;10;5991;1;Late;Satisfied;Occasional;Heavy weight
3720;E;Ship;3;1;252;4;high;Male;4;4303;0;Ontime;Dissatisfied;Regular;Medium weight
3721;D;Ship;4;5;224;2;low;Male;6;4994;0;Ontime;Satisfied;Occasional;Medium weight
3722;E;Ship;5;2;230;4;low;Female;4;4782;1;Late;Dissatisfied;Regular;Medium weight
3723;A;Ship;4;2;174;3;medium;Female;10;4318;0;Ontime;Dissatisfied;Occasional;Medium weight
3724;B;Ship;3;2;226;3;medium;Male;3;4940;1;Late;Dissatisfied;Occasional;Medium weight
3725;C;Ship;5;1;245;3;medium;Male;9;5690;0;Ontime;Dissatisfied;Occasional;Heavy weight
3726;E;Ship;5;1;206;5;medium;Male;2;5766;0;Ontime;Dissatisfied;Regular;Heavy weight
3727;D;Ship;3;5;241;3;low;Male;2;4976;1;Late;Satisfied;Occasional;Medium weight
